pos_x|pos_y|pos_z|cam_pos_x|cam_pos_y|cam_pos_z|cam_tgt_x|cam_tgt_y|cam_tgt_z|title|description|link|media|image
-282.026|184.87|-81.013|-237.97|189.046|-44.841|-279.455|188.746|-72.042|Zulieferungstor|Errichtet für die Bauphase|-|image|GBJN6915.JPG
